DATAH,SECONDS,NANOSECONDS,NDX,DIAG,REMARK,DATE,TIME,H2O,CO2,CH4,CAVITY_P,CAVITY_T,LASER_PHASE_P,LASER_T,RESIDUAL,RING_DOWN_TIME,THERMAL_ENCLOSURE_T,PHASE_ERROR,LASER_T_SHIFT,INPUT_VOLTAGE,CHK
DATAU,secs,nsecs,index,diag,,date,time,ppm,ppm,ppb,kPa,°C,kPa,°C,,µsecs,°C,counts,°C,V,CHK
DATA,1775751424,815793991,3709,0,,4/9/2026,11:17:04,16175.853,436.85544,2099.4595,39.3326,55.001,28.1479,40.2622,0.00282396,11.3861,54.5005,-28.75,0.513962,14.4623,102
DATA,1775751425,815793991,3713,0,,4/9/2026,11:17:05,16188.641,436.54282,2100.053,39.3322,55.001,28.1446,40.2622,0.00282671,11.3863,54.5005,-77.25,0.513962,14.4627,4
DATA,1775751426,815793991,3717,0,,4/9/2026,11:17:06,16189.167,435.88254,2100.0261,39.3334,55.001,28.145,40.2622,0.00282928,11.3861,54.5009,-40.25,0.513962,14.4635,14
DATA,1775751427,815448045,3721,0,,4/9/2026,11:17:07,16227.141,436.33847,2099.9302,39.3322,55.001,28.1434,40.2622,0.0028313,11.386,54.5009,-58,0.513962,14.4623,53
DATA,1775751428,815448045,3725,0,,4/9/2026,11:17:08,16271.421,435.42712,2099.5764,39.3322,55.001,28.1421,40.2622,0.00284056,11.3858,54.5011,-19.75,0.513962,14.4612,50
DATA,1775751429,815448045,3729,0,,4/9/2026,11:17:09,16269.654,435.39578,2099.1201,39.333,55.001,28.1417,40.2622,0.00283536,11.3863,54.5013,-31.75,0.513962,14.46,176
DATA,1775751430,815448045,3733,0,,4/9/2026,11:17:10,16272.706,435.92188,2098.9375,39.333,55.001,28.1421,40.2622,0.00284147,11.3857,54.5013,-70,0.513962,14.4616,111
DATA,1775751431,815448045,3737,0,,4/9/2026,11:17:11,16288.939,435.93115,2099.1279,39.3326,55.001,28.1413,40.2622,0.00284047,11.386,54.5013,-22.5,0.513962,14.4612,210
DATA,1775751432,815448045,3741,0,,4/9/2026,11:17:12,16307.102,435.64957,2098.873,39.3326,55.001,28.1413,40.2622,0.00284274,11.3861,54.5011,-38.75,0.513962,14.4612,254
DATA,1775751433,815448045,3745,0,,4/9/2026,11:17:13,16295.131,435.75253,2098.9358,39.3326,55.001,28.1421,40.2622,0.00284397,11.3862,54.5011,18.25,0.513962,14.4596,23
DATA,1775751434,815448045,3749,0,,4/9/2026,11:17:14,16263.673,437.50528,2098.583,39.3326,55.001,28.1425,40.2622,0.00283953,11.386,54.5005,-36.75,0.513962,14.4588,239
DATA,1775751435,815108060,3753,0,,4/9/2026,11:17:15,16242.437,437.45065,2098.384,39.333,55.001,28.1417,40.2624,0.00283539,11.3859,54.5005,-55.5,0.513962,14.4592,167
DATA,1775751436,815108060,3757,0,,4/9/2026,11:17:16,16250.255,436.90036,2098.5454,39.3334,55.001,28.1405,40.2624,0.00283279,11.3861,54.5005,-16.25,0.513962,14.462,252
DATA,1775751437,815108060,3761,0,,4/9/2026,11:17:17,16274.722,436.97943,2098.4824,39.3326,55.001,28.1392,40.2622,0.00284146,11.3858,54.5005,30.25,0.513962,14.4612,16
DATA,1775751438,815108060,3765,0,,4/9/2026,11:17:18,16294.516,435.77167,2098.5676,39.3318,55.001,28.1376,40.2622,0.00284648,11.3858,54.5005,25.75,0.513962,14.4616,49
DATA,1775751439,815108060,3769,0,,4/9/2026,11:17:19,16322.636,435.40118,2120.8123,39.3326,55.001,28.1384,40.2622,0.00285,11.3853,54.5005,-58.5,0.513962,14.4612,92
DATA,1775751440,815108060,3773,0,,4/9/2026,11:17:20,16369.4,434.46298,2566.3545,39.3326,55.001,28.1367,40.2622,0.00286363,11.3843,54.5005,-48.25,0.513962,14.4612,212
DATA,1775751441,815108060,3777,0,,4/9/2026,11:17:21,16434.008,433.16003,2923.2061,39.3322,55.001,28.1359,40.2624,0.00287517,11.3823,54.5005,-73.5,0.513962,14.4612,227
DATA,1775751442,814774036,3781,0,,4/9/2026,11:17:22,16565.91,432.97098,2444.344,39.3326,55.001,28.1338,40.2625,0.00288445,11.3834,54.5005,-108,0.513962,14.4612,121
DATA,1775751443,814774036,3785,0,,4/9/2026,11:17:23,16627.078,433.14758,2239.3047,39.3322,55.001,28.1317,40.2625,0.00288847,11.3837,54.5005,-97.25,0.513962,14.4612,79
DATA,1775751444,814774036,3789,0,,4/9/2026,11:17:24,16603.697,433.18625,2210.4763,39.3318,55.001,28.1288,40.2624,0.00288339,11.384,54.5005,-34.75,0.513962,14.4588,39
DATA,1775751445,814774036,3793,0,,4/9/2026,11:17:25,16586.59,433.66,2226.8176,39.3339,55.001,28.1288,40.2622,0.00287676,11.3843,54.5005,5.25,0.513962,14.458,0
DATA,1775751446,814774036,3797,0,,4/9/2026,11:17:26,16589.256,433.83527,2246.4084,39.333,55.001,28.1297,40.2622,0.00287124,11.384,54.5005,-6.25,0.513962,14.4572,184
DATA,1775751447,814774036,3801,0,,4/9/2026,11:17:27,16578.719,434.1153,2170.834,39.3334,55.001,28.1305,40.2622,0.00287171,11.3845,54.5005,1,0.513962,14.4576,217
DATA,1775751448,814774036,3805,0,,4/9/2026,11:17:28,16558.496,434.10257,2134.5273,39.3339,55.001,28.1305,40.2622,0.00286816,11.3848,54.5005,-9.75,0.513962,14.4572,30
DATA,1775751449,814774036,3809,0,,4/9/2026,11:17:29,16549.549,433.94202,2136.5967,39.3334,55.001,28.1305,40.2622,0.00286724,11.3848,54.5007,-31,0.513962,14.4572,188
DATA,1775751450,814426898,3813,0,,4/9/2026,11:17:30,16548.412,434.2988,2168.6353,39.3334,55.001,28.1297,40.2622,0.00286819,11.3842,54.5009,36.5,0.513962,14.458,144
DATA,1775751451,814426898,3817,0,,4/9/2026,11:17:31,16532.355,434.5267,2213.9221,39.3326,55.001,28.1288,40.2625,0.00286686,11.3849,54.5013,-29.75,0.513962,14.46,185
DATA,1775751452,814426898,3821,0,,4/9/2026,11:17:32,16447.561,435.30627,2132.0232,39.3339,55.001,28.1297,40.2625,0.0028549,11.3847,54.5013,12.25,0.513962,14.46,114
DATA,1775751453,814426898,3825,0,,4/9/2026,11:17:33,16384.158,434.94528,2105.8298,39.3339,55.001,28.1297,40.2622,0.00285502,11.3855,54.5011,97,0.513962,14.4612,150
DATA,1775751454,814426898,3829,0,,4/9/2026,11:17:34,16362.513,435.37299,2103.0754,39.3368,55.001,28.1342,40.2622,0.00285745,11.3854,54.5007,162.25,0.513962,14.4596,88
DATA,1775751455,814426898,3833,0,,4/9/2026,11:17:35,16335.036,437.78046,2101.071,39.3347,55.001,28.1351,40.2622,0.00282123,11.3854,54.5005,64,0.513962,14.46,212
DATA,1775751456,814426898,3837,0,,4/9/2026,11:17:36,16319.852,436.5065,2101.5757,39.3355,55.001,28.1355,40.262,0.0028439,11.3854,54.5005,-102.25,0.513387,14.4588,236
DATA,1775751457,814085006,3841,0,,4/9/2026,11:17:37,16359.457,436.20139,2101.5344,39.333,55.001,28.1355,40.2595,0.00284781,11.3845,54.5005,133.5,0.510704,14.46,103
DATA,1775751458,814085006,3845,0,,4/9/2026,11:17:38,16403.154,435.52902,2101.8987,39.3343,55.001,28.1371,40.2579,0.00286904,11.385,54.5005,66,0.51013,14.4596,23
DATA,1775751459,814085006,3849,0,,4/9/2026,11:17:39,16373.722,435.7998,2104.2456,39.3339,55.001,28.1363,40.2583,0.00285617,11.3844,54.5005,157.5,0.51013,14.46,81
DATA,1775751460,814085006,3853,0,,4/9/2026,11:17:40,16353.195,434.43292,2105.9985,39.333,55.001,28.1367,40.2583,0.00285973,11.3846,54.5005,-352,0.51013,14.46,8
DATA,1775751461,814085006,3857,0,,4/9/2026,11:17:41,16388.438,437.80344,2106.3577,39.3334,55.001,28.1346,40.2583,0.0028276,11.3848,54.5005,-93.75,0.51013,14.4572,222
DATA,1775751462,814085006,3861,0,,4/9/2026,11:17:42,16394.775,434.87094,2103.979,39.3334,55.001,28.133,40.2583,0.00288272,11.384,54.5005,-84.5,0.51013,14.4569,70
DATA,1775751463,814085006,3865,0,,4/9/2026,11:17:43,16381.659,434.66769,2101.7578,39.3343,55.001,28.1342,40.2583,0.00285624,11.3848,54.5005,-42,0.51013,14.4561,119
DATA,1775751464,814085006,3869,0,,4/9/2026,11:17:44,16350.242,432.82596,2101.7585,39.3339,55.001,28.1309,40.2583,0.00288324,11.3852,54.5007,-95,0.51013,14.4565,118
DATA,1775751465,813744068,3873,0,,4/9/2026,11:17:45,16377.795,435.73398,2110.541,39.3334,55.001,28.1301,40.2583,0.00285073,11.3851,54.5005,61.25,0.51013,14.4565,165
DATA,1775751466,813744068,3877,0,,4/9/2026,11:17:46,16475.115,434.26129,2212.9297,39.3347,55.001,28.1301,40.2583,0.00287877,11.3838,54.5007,-126.5,0.51013,14.4561,23
DATA,1775751467,813744068,3881,0,,4/9/2026,11:17:47,16550.557,434.48239,2228.8499,39.3334,55.001,28.1264,40.2583,0.00287636,11.3842,54.5005,280.5,0.51013,14.4561,242
DATA,1775751468,813744068,3885,0,,4/9/2026,11:17:48,16509.512,432.67004,2205.4114,39.3334,55.001,28.1338,40.2583,0.00289305,11.3845,54.5007,1266.5,0.51013,14.4561,6
DATA,1775751469,813744068,3889,0,,4/9/2026,11:17:49,16454.279,432.61078,2173.1658,39.3351,55.001,28.1533,40.2583,0.00288547,11.3841,54.5007,1252.5,0.51013,14.4561,34
DATA,1775751470,813744068,3893,0,,4/9/2026,11:17:50,16462.842,433.18442,2172.7827,39.3343,55.001,28.1716,40.2583,0.00288277,11.3845,54.5013,929.25,0.51013,14.4592,30
DATA,1775751471,813744068,3897,0,,4/9/2026,11:17:51,16419.803,433.2193,2146.2617,39.3355,55.001,28.1811,40.2583,0.0028831,11.3842,54.5013,860.75,0.51013,14.4604,161
DATA,1775751472,813410997,3901,0,,4/9/2026,11:17:52,16324.223,433.6091,2119.009,39.3359,55.0012,28.1902,40.2583,0.00286562,11.385,54.5011,663.5,0.51013,14.46,248
DATA,1775751473,813410997,3905,0,,4/9/2026,11:17:53,16312.49,434.3678,2127.9207,39.3364,55.0014,28.194,40.2583,0.00287348,11.3853,54.5011,863.75,0.51013,14.46,81
DATA,1775751474,813410997,3909,0,,4/9/2026,11:17:54,16345.746,433.72449,2216.2544,39.3368,55.001,28.2072,40.2583,0.00286463,11.3849,54.5011,353.5,0.51013,14.4596,238
DATA,1775751475,813410997,3913,0,,4/9/2026,11:17:55,16324.249,432.8735,2225.3191,39.3364,55.001,28.211,40.2583,0.00286911,11.3846,54.5007,1413.75,0.51013,14.4592,215
DATA,1775751476,813410997,3917,0,,4/9/2026,11:17:56,16331.499,431.33194,2154.9185,39.3368,55.001,28.2317,40.2583,0.00291616,11.3847,54.5005,702.25,0.51013,14.4576,31
DATA,1775751477,813410997,3921,0,,4/9/2026,11:17:57,16378.889,433.2464,2163.6646,39.3376,55.001,28.2346,40.2583,0.00287126,11.3848,54.5005,1149.5,0.51013,14.458,201
DATA,1775751478,813410997,3925,0,,4/9/2026,11:17:58,16397.494,433.12665,2159.2568,39.3388,55.001,28.2541,40.2583,0.00288533,11.3845,54.5005,85.25,0.51013,14.4561,255
DATA,1775751479,813410997,3929,0,,4/9/2026,11:17:59,16381.625,431.02444,2121.9812,39.338,55.001,28.2537,40.2583,0.00290873,11.3843,54.5005,1279.5,0.51013,14.4557,234
DATA,1775751480,813062906,3933,0,,4/9/2026,11:18:00,16358.181,432.89413,2102.7783,39.338,55.001,28.2637,40.2583,0.00287608,11.3847,54.5005,-311.75,0.51013,14.4553,3
DATA,1775751481,813062906,3937,0,,4/9/2026,11:18:01,16388.455,435.13669,2100.033,39.3384,55.001,28.2612,40.2583,0.00286762,11.3854,54.5005,711,0.51013,14.4549,59
DATA,1775751482,813062906,3941,0,,4/9/2026,11:18:02,16359.641,435.8949,2100.9868,39.3388,55.001,28.262,40.2581,0.0028433,11.385,54.5005,-244.5,0.509746,14.4549,137
DATA,1775751483,813062906,3945,0,,4/9/2026,11:18:03,16355.125,433.07761,2113.5903,39.3405,55.001,28.2765,40.2576,0.00287731,11.3849,54.5005,1550,0.509363,14.4545,223
DATA,1775751484,813062906,3949,0,,4/9/2026,11:18:04,16356.776,435.328,2130.4385,39.3397,55.001,28.2844,40.2576,0.00285127,11.3843,54.5005,-803.75,0.509363,14.4545,36
DATA,1775751485,813062906,3953,0,,4/9/2026,11:18:05,16318.12,436.30814,2122.6018,39.3401,55.001,28.284,40.2576,0.00285017,11.3848,54.5005,1317.75,0.509363,14.4553,2
DATA,1775751486,813062906,3957,0,,4/9/2026,11:18:06,16260,434.0314,2107.2437,39.3417,55.001,28.2881,40.2576,0.00284901,11.385,54.5005,-1277.5,0.509363,14.4545,63
DATA,1775751487,812722921,3961,0,,4/9/2026,11:18:07,16211.184,435.89676,2102.7651,39.3409,55.001,28.2707,40.2576,0.00283012,11.3854,54.5005,-504.5,0.509363,14.4576,67
DATA,1775751488,812722921,3965,0,,4/9/2026,11:18:08,16209.197,435.82755,2133.5022,39.3409,55.001,28.2608,40.2576,0.0028357,11.3846,54.5005,-276.25,0.509363,14.4572,83
DATA,1775751489,812722921,3969,0,,4/9/2026,11:18:09,16246.009,435.91769,2235.2898,39.3409,55.001,28.2549,40.2576,0.00283588,11.3849,54.5005,-315.75,0.509363,14.4572,171
DATA,1775751490,812722921,3973,0,,4/9/2026,11:18:10,16275.977,436.33875,2173.7793,39.3405,55.001,28.2483,40.2576,0.00284102,11.3848,54.5005,-115.5,0.509363,14.4569,85
DATA,1775751491,812722921,3977,0,,4/9/2026,11:18:11,16246.2,435.57025,2113.3838,39.3401,55.001,28.2442,40.2576,0.00283272,11.3852,54.5005,-382,0.509363,14.4569,110
DATA,1775751492,812722921,3981,0,,4/9/2026,11:18:12,16248.999,431.7063,2102.9419,39.3397,55.001,28.2446,40.2576,0.00287158,11.3849,54.5005,1087,0.509363,14.4569,211
DATA,1775751493,812722921,3985,0,,4/9/2026,11:18:13,16178.315,430.9007,2098.1584,39.3409,55.001,28.2645,40.2576,0.00291338,11.3852,54.5005,-104,0.509363,14.4561,171
DATA,1775751494,812722921,3989,0,,4/9/2026,11:18:14,16044.822,436.17831,2095.4119,39.3417,55.001,28.2487,40.2572,0.00281585,11.3853,54.5005,-280.25,0.508788,14.4569,143
DATA,1775751495,812380075,3993,0,,4/9/2026,11:18:15,15971.892,435.85416,2094.7224,39.3393,55.001,28.2471,40.2568,0.00281985,11.3866,54.5005,549.25,0.508597,14.4541,117
DATA,1775751496,812380075,3997,0,,4/9/2026,11:18:16,16094.826,437.56061,2096.3889,39.3393,55.001,28.2533,40.2568,0.00282985,11.3855,54.5005,-925.75,0.508597,14.4537,179
DATA,1775751497,812380075,4001,0,,4/9/2026,11:18:17,16248.671,435.2052,2098.0198,39.3413,55.001,28.2342,40.2568,0.00286507,11.3855,54.5005,-583,0.508597,14.4537,177
DATA,1775751498,812380075,4005,0,,4/9/2026,11:18:18,16373.903,439.91309,2097.3193,39.3397,55.001,28.2354,40.2568,0.00286944,11.3847,54.5005,176.5,0.508405,14.4525,43
DATA,1775751499,812380075,4009,0,,4/9/2026,11:18:19,16305.47,443.65704,2096.5115,39.3405,55.001,28.2508,40.256,0.00290848,11.3849,54.5005,81.75,0.50783,14.4529,135
DATA,1775751500,812380075,4013,0,,4/9/2026,11:18:20,16155.343,437.19519,2097.3354,39.3388,55.001,28.2558,40.256,0.00296598,11.3851,54.5005,594.5,0.50783,14.4521,175
DATA,1775751501,812380075,4017,0,,4/9/2026,11:18:21,16074.239,443.82712,2094.0818,39.3388,55.001,28.2587,40.256,0.00280747,11.3854,54.5005,-1133.25,0.50783,14.4525,51
DATA,1775751502,812040090,4021,0,,4/9/2026,11:18:22,16160.324,436.8938,2094.6226,39.3384,55.001,28.2172,40.2556,0.00284367,11.3849,54.5005,1229.5,0.507255,14.4525,251
DATA,1775751503,812040090,4025,0,,4/9/2026,11:18:23,16220.001,434.18054,2096.7644,39.3401,55.001,28.2301,40.2553,0.00286285,11.3847,54.5005,-782.75,0.507064,14.4529,70
DATA,1775751504,812040090,4029,0,,4/9/2026,11:18:24,16174.811,441.32986,2109.9482,39.3397,55.001,28.233,40.2553,0.00280606,11.3856,54.5005,-530.75,0.507064,14.4565,48
DATA,1775751505,812040090,4033,0,,4/9/2026,11:18:25,16134.711,439.9726,2166.29,39.3409,55.001,28.2064,40.2553,0.00281207,11.3848,54.5005,-499,0.507064,14.4557,52
DATA,1775751506,812040090,4037,0,,4/9/2026,11:18:26,16128.265,439.83957,2197.1079,39.3401,55.001,28.2023,40.2553,0.00281398,11.3851,54.5005,-121.5,0.507064,14.4553,40
DATA,1775751507,812040090,4041,0,,4/9/2026,11:18:27,16053.504,440.37137,2131.3394,39.3409,55.001,28.1956,40.2553,0.00278667,11.3856,54.5005,349.5,0.507064,14.4557,4
DATA,1775751508,812040090,4045,0,,4/9/2026,11:18:28,16045.191,436.98529,2151.187,39.3409,55.001,28.1894,40.2553,0.00281105,11.3856,54.5005,-1923.5,0.507064,14.4553,51
DATA,1775751509,812040090,4049,0,,4/9/2026,11:18:29,16066.718,438.48032,2120.7888,39.3388,55.001,28.1562,40.2553,0.00279445,11.3854,54.5005,-864.5,0.507064,14.4553,75
DATA,1775751510,811695098,4053,0,,4/9/2026,11:18:30,16068.354,437.31775,2101.2744,39.3409,55.001,28.1367,40.2553,0.00281437,11.3862,54.5005,-778.75,0.507064,14.4537,116
DATA,1775751511,811695098,4057,0,,4/9/2026,11:18:31,16102.483,438.26117,2100.0503,39.3384,55.001,28.1234,40.2553,0.0027974,11.3858,54.5005,-550,0.507064,14.4541,140
DATA,1775751512,811695098,4061,0,,4/9/2026,11:18:32,16131.744,437.58893,2101.0046,39.3372,55.001,28.116,40.2553,0.0028014,11.3864,54.5005,-479.75,0.507064,14.4518,255
DATA,1775751513,811695098,4065,0,,4/9/2026,11:18:33,16219.134,436.28027,2118.0991,39.3364,55.001,28.1093,40.2553,0.00281465,11.3858,54.5004,-314.25,0.507064,14.4514,101
DATA,1775751514,811695098,4069,0,,4/9/2026,11:18:34,16400.518,435.19745,2318.2109,39.3359,55.001,28.1044,40.2553,0.00283183,11.3847,54.4998,-108,0.507064,14.451,180
DATA,1775751515,811695098,4073,0,,4/9/2026,11:18:35,16426.869,434.95453,2712.5442,39.3359,55.001,28.101,40.2553,0.002845,11.3833,54.4998,-246.25,0.507064,14.451,184
DATA,1775751516,811695098,4077,0,,4/9/2026,11:18:36,16404.164,434.8056,2873.8162,39.3359,55.001,28.0948,40.2553,0.00284441,11.3827,54.4998,-50.5,0.507064,14.4506,247
DATA,1775751517,811357975,4081,0,,4/9/2026,11:18:37,16414.82,433.91766,3727.4099,39.3355,55.001,28.0928,40.2553,0.00286057,11.38,54.4998,-33.75,0.507064,14.4506,206
DATA,1775751518,811357975,4085,0,,4/9/2026,11:18:38,16409.836,433.3667,3953.2954,39.3347,55.001,28.0907,40.2553,0.00286247,11.3791,54.4998,-4.75,0.507064,14.4506,13
DATA,1775751519,811357975,4089,0,,4/9/2026,11:18:39,16374.479,432.65823,4217.1953,39.3343,55.001,28.0886,40.2553,0.00285968,11.3781,54.4998,-66.25,0.507064,14.451,72
DATA,1775751520,811357975,4093,0,,4/9/2026,11:18:40,16342.137,432.77164,3225.0552,39.3334,55.001,28.089,40.2553,0.00284507,11.3806,54.4998,9,0.507064,14.451,230
DATA,1775751521,811357975,4097,0,,4/9/2026,11:18:41,16491.445,432.07617,2386.5789,39.333,55.001,28.0857,40.2553,0.00286534,11.3828,54.4998,-154.25,0.507064,14.4533,100
DATA,1775751522,811357975,4101,0,,4/9/2026,11:18:42,16682.096,430.62027,2160.3203,39.3326,55.001,28.0807,40.2553,0.00289342,11.3833,54.4998,-86.75,0.507064,14.4533,60
DATA,1775751523,811357975,4105,0,,4/9/2026,11:18:43,16875.719,430.45532,2133.7712,39.3343,55.001,28.0778,40.2553,0.00291966,11.3828,54.4998,-61.5,0.507064,14.4521,33
DATA,1775751524,811357975,4109,0,,4/9/2026,11:18:44,16893.105,430.58612,2127.4714,39.3343,55.001,28.0762,40.2553,0.0029179,11.3831,54.4998,19.75,0.507064,14.4529,244
DATA,1775751525,811017990,4113,0,,4/9/2026,11:18:45,16846.576,431.28622,2163.7979,39.3343,55.001,28.077,40.2553,0.00290634,11.3832,54.4998,44.25,0.507064,14.4529,245
DATA,1775751526,811017990,4117,0,,4/9/2026,11:18:46,16840.938,431.45166,2296.2356,39.3355,55.001,28.077,40.2553,0.00289933,11.3819,54.4998,35.25,0.507064,14.4529,2
DATA,1775751527,811017990,4121,0,,4/9/2026,11:18:47,16839.455,431.50891,2474.1028,39.3347,55.001,28.0778,40.2553,0.00290534,11.3821,54.4998,-14.5,0.507064,14.4525,22
DATA,1775751528,811017990,4125,0,,4/9/2026,11:18:48,16849.223,432.14423,2824.6191,39.3347,55.001,28.077,40.2553,0.00290691,11.3807,54.4998,-7.25,0.507064,14.4529,235
DATA,1775751529,811017990,4129,0,,4/9/2026,11:18:49,16824.35,431.32712,3295.624,39.3355,55.001,28.0766,40.2553,0.00293117,11.3795,54.4998,-67.25,0.507064,14.4506,240
DATA,1775751530,811017990,4133,0,,4/9/2026,11:18:50,16689.412,431.21667,2638.6602,39.3364,55.001,28.0745,40.2553,0.00289041,11.3816,54.4998,179.25,0.507064,14.4494,81
DATA,1775751531,811017990,4137,0,,4/9/2026,11:18:51,16649.748,431.27225,2380.4172,39.3334,55.001,28.0782,40.2553,0.00291708,11.3825,54.4998,1215.25,0.507064,14.4486,127
DATA,1775751532,810672998,4141,0,,4/9/2026,11:18:52,16658.664,431.04272,2514.0059,39.3343,55.001,28.0944,40.2553,0.00293763,11.3823,54.4998,635.75,0.507064,14.4486,94
DATA,1775751533,810672998,4145,0,,4/9/2026,11:18:53,16608.881,431.53427,2551.2864,39.3339,55.001,28.0973,40.2553,0.00289378,11.382,54.4998,828,0.507064,14.4482,174
DATA,1775751534,810672998,4149,0,,4/9/2026,11:18:54,16500.225,432.27377,2317.9404,39.3343,55.001,28.1085,40.2553,0.00289399,11.3827,54.4998,353,0.507064,14.4486,211
DATA,1775751535,810672998,4153,0,,4/9/2026,11:18:55,16381.768,436.42081,2145.2148,39.3339,55.001,28.1064,40.2553,0.00284221,11.3838,54.4998,-253.5,0.507064,14.4494,86
DATA,1775751536,810672998,4157,0,,4/9/2026,11:18:56,16326.715,433.34918,2106.3413,39.3364,55.001,28.1069,40.2553,0.00286952,11.3845,54.4998,228.75,0.507064,14.449,57
DATA,1775751537,810672998,4161,0,,4/9/2026,11:18:57,16366.326,433.85684,2103.3533,39.3359,55.001,28.1089,40.2553,0.00286241,11.3844,54.4998,150.5,0.507064,14.4521,40
DATA,1775751538,810672998,4165,0,,4/9/2026,11:18:58,16494.004,432.79626,2180.4624,39.3359,55.001,28.1102,40.2553,0.00287571,11.3839,54.4998,19.75,0.507064,14.4518,60
DATA,1775751539,810672998,4169,0,,4/9/2026,11:18:59,16595.467,430.98969,2788.7397,39.3372,55.001,28.1089,40.2553,0.00290406,11.3818,54.4998,-73.25,0.507064,14.4514,147
DATA,1775751540,810329914,4173,0,,4/9/2026,11:19:00,16690.844,432.45712,2709.7637,39.3368,55.001,28.1052,40.2553,0.00289103,11.3813,54.4998,-312.25,0.507064,14.451,57
DATA,1775751541,810329914,4177,0,,4/9/2026,11:19:01,16662.941,433.65094,2281.8152,39.3401,55.001,28.1027,40.2553,0.0028701,11.3825,54.4998,804.75,0.507064,14.451,216
DATA,1775751542,810329914,4181,0,,4/9/2026,11:19:02,16491.77,438.33698,2152.4194,39.3388,55.001,28.1131,40.2553,0.00282901,11.3843,54.4998,1425.5,0.507064,14.4514,25
DATA,1775751543,810329914,4185,0,,4/9/2026,11:19:03,16398.555,433.70358,2121.0784,39.338,55.001,28.1409,40.2558,0.00288038,11.3845,54.4998,2635.5,0.508022,14.4514,37
DATA,1775751544,810329914,4189,0,,4/9/2026,11:19:04,16434.402,430.47202,2151.6025,39.3364,55.001,28.1778,40.2581,0.00290338,11.3842,54.4998,1707.5,0.509938,14.451,23
DATA,1775751545,810329914,4193,0,,4/9/2026,11:19:05,16461.951,429.25803,2344.1877,39.3364,55.001,28.2126,40.2587,0.00291938,11.3838,54.4998,1039,0.51013,14.4506,196
DATA,1775751546,810329914,4197,0,,4/9/2026,11:19:06,16389.23,431.01062,2181.9539,39.3393,55.001,28.2301,40.2583,0.00289415,11.3845,54.4998,328.75,0.51013,14.4486,240
DATA,1775751547,809992074,4201,0,,4/9/2026,11:19:07,16326.601,433.2395,2123.1992,39.3397,55.001,28.2321,40.2583,0.00285876,11.3846,54.4998,-792.5,0.51013,14.4482,240
DATA,1775751548,809992074,4205,0,,4/9/2026,11:19:08,16230.905,433.2504,2103.3484,39.3397,55.001,28.2276,40.2583,0.00284274,11.3846,54.4998,273.75,0.51013,14.4478,244
DATA,1775751549,809992074,4209,0,,4/9/2026,11:19:09,16203.136,433.96704,2100.1477,39.3393,55.001,28.228,40.2583,0.00283837,11.385,54.4998,-39.25,0.51013,14.4478,192
DATA,1775751550,809992074,4213,0,,4/9/2026,11:19:10,16196.905,432.32208,2099.9246,39.3384,55.001,28.2292,40.2583,0.00284753,11.3851,54.4998,170.5,0.51013,14.4474,236
DATA,1775751551,809992074,4217,0,,4/9/2026,11:19:11,16195.104,433.03821,2099.4438,39.3397,55.001,28.2259,40.2583,0.00284581,11.3854,54.4998,-194,0.51013,14.4474,191
DATA,1775751552,809992074,4221,0,,4/9/2026,11:19:12,16183.459,433.92108,2098.6631,39.3405,55.001,28.223,40.2583,0.00283369,11.3852,54.4998,83.5,0.51013,14.4474,135
DATA,1775751553,809992074,4225,0,,4/9/2026,11:19:13,16238.73,433.47604,2098.8767,39.3401,55.001,28.2263,40.2583,0.00284397,11.3848,54.4998,-23.25,0.51013,14.4478,249
DATA,1775751554,809992074,4229,0,,4/9/2026,11:19:14,16292.48,433.38779,2098.5308,39.3417,55.001,28.2251,40.2583,0.00284968,11.3848,54.4998,-107,0.51013,14.4506,160
DATA,1775751555,809645891,4233,0,,4/9/2026,11:19:15,16261.719,434.05304,2098.8135,39.3413,55.001,28.2226,40.2583,0.00283815,11.3847,54.4998,0,0.51013,14.4506,26
DATA,1775751556,809645891,4237,0,,4/9/2026,11:19:16,16249.2,435.1387,2099.3101,39.3442,55.001,28.2197,40.2583,0.00284123,11.3851,54.4998,-183.75,0.51013,14.4502,176
DATA,1775751557,809645891,4241,0,,4/9/2026,11:19:17,16265.96,433.76385,2099.7781,39.3455,55.001,28.2197,40.2583,0.0028415,11.3855,54.4998,-463.75,0.51013,14.4486,22
DATA,1775751558,809645891,4245,0,,4/9/2026,11:19:18,16278.349,438.88455,2098.8508,39.3422,55.001,28.2089,40.2579,0.00283481,11.3849,54.4998,-252.75,0.509555,14.449,150
DATA,1775751559,809645891,4249,0,,4/9/2026,11:19:19,16295.556,438.9277,2133.6506,39.3455,55.001,28.1977,40.2576,0.00281499,11.3851,54.4998,-2005.25,0.509172,14.449,132
DATA,1775751560,809645891,4253,0,,4/9/2026,11:19:20,16300.805,438.6087,2995.9033,39.3438,55.001,28.1637,40.2568,0.00285713,11.3829,54.5002,-1648.25,0.508597,14.4482,146
DATA,1775751561,809645891,4257,0,,4/9/2026,11:19:21,16323.701,434.07132,2571.1294,39.3351,55.001,28.133,40.2568,0.00283757,11.3834,54.5004,-664.25,0.508597,14.449,19
DATA,1775751562,809309005,4261,0,,4/9/2026,11:19:22,16312.514,432.12946,2146.9795,39.3347,55.001,28.1259,40.2568,0.00285524,11.3853,54.4998,119.75,0.508597,14.4498,109
